interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
80,16,"[2662.034226881929, 1135.2227985320444, 2842.73561978406, 2047.1528695743666, 1530.9146378148132, 1615.8131172183, 3442.3960626058183, 2438.7820916767528, 641.0669921122135, 578.5431829120669, 644.4058826961312, 554.2559608139378, 544.2392451590755, 2781.295856403509, 1409.0117734429248, 1646.6233023008167]","[4029.0, 1722.215484446028, 4029.0, 4029.0, 2507.837696327869, 2500.203617261084, 4029.0, 4029.0, 4029.0, 1165.5358688260505, 1528.7963827389158, 1141.2486467279214, 1521.1623036721312, 4029.0, 4029.0, 4029.0]","[(1470.8021999999999, 0.18553333333333333, 0.47233333333333327), (277.5227333333333, 0.25306666666666666, 0.0498), (97.86666666666669, 0.0338, 0.023066666666666666), (545.259, 0.6861333333333334, 1.4692), (120.23660000000001, 0.8804666666666667, 0.7153333333333335), (46.137, 0.22346666666666667, 0.0013333333333333333), (0.0, 0.0, 0.0), (167.772, 0.009333333333333334, 0.0104), (39.8456, 0.0008666666666666667, 6.666666666666668e-05), (0.0, 0.004733333333333333, 6.666666666666668e-05), (32.15606666666666, 0.0009333333333333332, 6.666666666666668e-05), (98.56566666666669, 0.0007333333333333332, 0.0002666666666666667), (486.5389333333335, 0.012733333333333333, 0.18919999999999998), (260.0466, 23.217133333333337, 6.089266666666666), (255.852, 0.49213333333333326, 0.15953333333333333), (125.829, 0.9397333333333332, 0.7602666666666668)]","[(3, 1.666666666666667e-05, 0.1395388888888889), (1, 0.0, 0.001172222222222222), (3, 0.0, 0.02947777777777778), (1, 0.07585, 0.04698333333333333), (2, 5e-05, 0.008244444444444445), (1, 5e-05, 0.05402777777777778), (2, 0.0, 0.0), (2, 0.0, 0.002172222222222222), (1, 0.0, 0.000638888888888889), (3, 0.0, 0.0012666666666666666), (1, 0.0, 0.000638888888888889), (1, 0.0, 0.0016666666666666668), (2, 0.07660000000000003, 0.0032111111111111108), (2, 1.4859958333333334, 0.002738888888888889), (3, 8.333333333333333e-05, 0.28617777777777775), (2, 0.0, 0.009888888888888888)]","[96, 101, 92, 105, 90, 93, 83, 94, 99, 100, 106, 104, 102, 84, 103, 107]","[3, 6, 12, 1, 14, 4, 9, 11, 0, 6, 4, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
81,16,"[2986.820614882346, 1208.6783913782356, 2867.38361648739, 1922.54356446984, 1572.4510814764558, 1536.3917945075702, 3475.784967189774, 2554.490731062876, 621.0336486087066, 593.3776234995555, 647.744773280049, 597.6615481065954, 524.2058987115023, 3151.9127112183824, 1816.3564093671823, 1622.8881916370212]","[4029.0, 1751.7725370501066, 4029.0, 4029.0, 2538.6225913824765, 4029.0, 4029.0, 4029.0, 4029.0, 1136.4717691714268, 4029.0, 1140.7556937784666, 1490.377408617523, 4029.0, 4029.0, 4029.0]","[(1311.4188000000001, 0.14286666666666667, 0.5135333333333333), (304.0866, 0.2961333333333333, 0.05726666666666666), (98.5656, 0.03406666666666667, 0.023066666666666666), (738.1968, 0.7232666666666667, 1.2136), (117.4404, 0.9407333333333332, 0.7398666666666667), (58.719800000000006, 0.21913333333333332, 0.0012), (0.0, 0.0, 0.0), (536.8704, 0.009266666666666668, 0.0106), (55.92373333333333, 0.0009333333333333332, 6.666666666666668e-05), (67.1088, 0.004666666666666667, 6.666666666666668e-05), (35.6514, 0.001, 0.0), (121.6344, 0.0005333333333333334, 0.0002), (462.072, 0.012733333333333333, 0.18913333333333332), (262.8428, 20.403266666666667, 7.649333333333332), (226.49179999999998, 0.6, 0.19540000000000002), (139.81, 0.972, 0.7780666666666667)]","[(3, 5e-05, 0.13139444444444442), (1, 0.0, 0.0010444444444444444), (3, 0.0, 0.029166666666666667), (1, 0.0017166666666666665, 0.0023777777777777777), (2, 0.0, 0.011944444444444445), (1, 1.666666666666667e-05, 0.053094444444444444), (2, 0.0, 0.0), (2, 0.0, 0.0023777777777777777), (1, 0.0, 0.0006555555555555555), (3, 0.0, 0.0012222222222222224), (1, 0.0, 0.0006222222222222223), (1, 0.0, 0.0015388888888888887), (2, 0.07893333333333334, 0.003822222222222222), (2, 0.5451666666666666, 0.006800000000000002), (3, 0.00016666666666666666, 0.37338333333333334), (2, 0.0, 0.011461111111111111)]","[96, 101, 92, 105, 90, 93, 83, 94, 99, 100, 106, 104, 102, 84, 103, 107]","[3, 6, 12, 1, 14, 4, 9, 11, 0, 6, 7, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
82,16,"[2953.431360041183, 1225.3728442978247, 3604.08485128692, 2011.5502109730733, 1560.5835261445573, 1618.55178351867, 3732.8795324862313, 2450.6496444343047, 0, 572.6094066770711, 631.0503203604601, 554.2559608139378, 447.41140399580445, 3636.05184588646, 2230.3788262082307, 1578.3848591424044]","[4029.0, 1784.2934403682134, 4029.0, 4029.0, 2571.0860610743766, 4029.0, 4029.0, 4029.0, 4029.0, 1131.53000274746, 4029.0, 1113.1765568843266, 1457.9139389256236, 4029.0, 4029.0, 4029.0]","[(1311.4188000000001, 0.188, 0.5201333333333333), (292.20259999999996, 0.28073333333333333, 0.056799999999999996), (159.383, 0.27046666666666663, 0.022466666666666666), (564.8324, 0.6947333333333332, 1.3258666666666665), (142.6062, 0.9389333333333333, 0.7352666666666667), (46.1372, 0.21906666666666663, 0.0013333333333333333), (0.0, 0.0, 0.0), (738.197, 0.009333333333333334, 0.0108), (48.234, 0.001066666666666667, 0.0), (22.3696, 0.0048, 0.0), (48.234, 0.001066666666666667, 0.0), (125.82866666666669, 0.0007333333333333332, 0.0002666666666666667), (442.4987333333333, 0.0128, 0.18926666666666667), (385.87559999999996, 26.65153333333333, 5.9102), (209.7148, 0.7276, 0.23566666666666664), (184.5492, 0.9548666666666666, 0.7652666666666668)]","[(3, 3.3333333333333335e-05, 0.16156666666666666), (1, 0.0, 0.001027777777777778), (3, 0.0013666666666666669, 0.02918888888888889), (1, 0.00225, 0.06516111111111111), (2, 0.0, 0.013844444444444444), (1, 0.0, 0.05315555555555555), (2, 0.0, 0.0), (2, 0.0, 0.0023666666666666667), (1, 0.0, 0.0006055555555555556), (3, 0.0, 0.0012777777777777776), (1, 0.0, 0.0006333333333333333), (1, 0.0, 0.00165), (2, 0.058866666666666664, 0.003477777777777778), (2, 0.5542222222222222, 0.004355555555555555), (3, 0.00021666666666666668, 0.5190777777777777), (2, 1.666666666666667e-05, 0.010605555555555557)]","[96, 101, 92, 105, 90, 93, 83, 94, 99, 100, 106, 104, 102, 84, 103, 107]","[3, 6, 12, 1, 14, 4, 9, 11, 0, 6, 7, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
83,16,"[2989.8560016860883, 1228.7117348817424, 4107.999450555, 2940.186222823474, 0, 1607.5971183171898, 0, 2453.616532623692, 3752.9130163235823, 0, 0, 597.6615481065954, 340.5668896087467, 3372.279489756955, 1318.8617310662446, 1622.8881916370212]","[4029.0, 1962.9206405522964, 4029.0, 4029.0, 1844.2165551956266, 4029.0, 4029.0, 4029.0, 4029.0, 734.208905670554, 4029.0, 1331.8704537771496, 2184.783444804373, 4029.0, 4029.0, 4029.0]","[(1177.2012, 0.14893333333333333, 0.6776666666666666), (276.8236, 0.27726666666666666, 0.054666666666666655), (234.88039999999998, 0.2981333333333333, 0.018066666666666665), (1015.0211999999999, 0.7137333333333332, 1.397666666666667), (125.829, 0.9171333333333334, 0.7279333333333333), (32.15606666666666, 0.22213333333333332, 0.0012666666666666666), (0.0, 0.0, 0.0), (352.32120000000003, 0.0094, 0.010866666666666667), (388.67179999999996, 7.663399999999999, 2.4918666666666667), (78.29360000000001, 0.005933333333333334, 0.0014666666666666665), (41.94273333333333, 0.0009333333333333332, 6.666666666666668e-05), (98.56533333333331, 0.0005333333333333334, 0.0002), (473.9558, 0.00013333333333333334, 0.00013333333333333334), (411.0414, 10.547933333333333, 4.230333333333333), (255.852, 0.40273333333333333, 0.13053333333333333), (131.4214, 0.9578666666666666, 0.7716000000000001)]","[(3, 5e-05, 0.12382222222222221), (1, 0.0, 0.0013833333333333334), (3, 8.333333333333333e-05, 0.02883888888888889), (1, 1.0436000000000003, 0.5150888888888889), (2, 0.0, 0.010616666666666667), (1, 0.0, 0.05301111111111111), (2, 0.0, 0.0), (2, 0.0, 0.002344444444444444), (2, 0.0, 0.016355555555555557), (3, 0.0, 0.0033777777777777777), (1, 0.0, 0.0006222222222222223), (1, 0.0, 0.0015500000000000002), (2, 0.06814999999999999, 0.0033166666666666665), (2, 0.0, 0.009877777777777777), (3, 5e-05, 0.20164999999999994), (2, 0.0, 0.010555555555555558)]","[96, 101, 92, 105, 90, 93, 83, 94, 108, 100, 106, 104, 102, 84, 103, 107]","[3, 6, 12, 1, 14, 4, 9, 11, 0, 6, 7, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
84,16,"[5888.650399259911, 1318.8617806475224, 3519.18619597545, 2067.9210870917877, 80.13338746088, 1917.0664102590001, 520.8668579276933, 2495.1529672751212, 2794.65141873918, 2180.662757134983, 1714.4051397483977, 567.6115261347555, 510.85033441312004, 0, 1425.7062257349019, 1596.1861921402513]","[4029.0, 1859.415059077532, 4029.0, 4029.0, 806.9902100928795, 2115.830635255301, 1061.4201363577029, 3222.0097899071206, 4029.0, 2849.4062113609316, 1913.1693647446987, 1108.164804564765, 1179.5937886390684, 4029.0, 4029.0, 4029.0]","[(1269.4758, 0.3529333333333333, 0.49439999999999995), (332.04866666666675, 0.30326666666666663, 0.05866666666666666), (221.59853333333334, 0.0404, 0.026733333333333335), (679.4766, 0.7587999999999999, 1.3356666666666668), (75.84646666666666, 0.0, 0.0), (58.719800000000006, 0.34153333333333336, 0.0017333333333333335), (0.0, 0.0046, 6.666666666666668e-05), (218.1036, 0.009333333333333334, 0.010666666666666666), (651.5146, 19.004533333333335, 2.486266666666667), (473.9556, 4.806, 0.02386666666666667), (105.5042, 0.28773333333333334, 0.22433333333333338), (113.24566666666668, 0.0007333333333333332, 0.0002666666666666667), (501.219, 0.012666666666666665, 0.18913333333333332), (377.487, 31.443133333333336, 6.020133333333332), (213.9092, 0.46873333333333334, 0.15180000000000002), (153.791, 0.9633999999999999, 0.7669333333333332)]","[(3, 0.1731833333333333, 0.38794999999999996), (1, 0.0, 0.0009222222222222221), (3, 0.0, 0.02946666666666667), (1, 0.0012666666666666666, 0.0020055555555555556), (2, 0.00015, 0.0002722222222222222), (1, 0.00016666666666666666, 0.06364444444444443), (1, 0.0, 0.0008722222222222223), (2, 0.0, 0.002655555555555556), (2, 0.0, 0.0053), (1, 0.0, 0.005094444444444444), (1, 0.0030666666666666663, 0.05871111111111111), (1, 0.0, 0.0016666666666666668), (2, 0.08508333333333333, 0.0030222222222222226), (2, 0.0, 0.003505555555555556), (3, 3.3333333333333335e-05, 0.2765777777777778), (2, 0.0, 0.0117)]","[96, 101, 92, 105, 109, 93, 110, 94, 108, 111, 112, 104, 102, 84, 103, 107]","[3, 6, 12, 1, 11, 4, 6, 11, 0, 14, 4, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
85,16,"[4252.576912042853, 1228.7117348817424, 3576.69818828322, 2038.2522049240424, 86.81116974928666, 2037.56772747528, 530.8835282724567, 2423.947650729814, 1739.5619942211624, 1462.6758357381586, 1429.5838385761401, 611.0171134274134, 550.9170273082667, 1154.1194728238213, 2036.723179621289, 1655.52396879974]","[4029.0, 1781.507609354538, 4029.0, 4029.0, 845.9317595097363, 2318.49194444957, 1083.6794027452524, 3183.0682404902636, 4029.0, 2470.3794042149457, 1710.50805555043, 1163.8129879002092, 1558.6205957850539, 1763.7977520120405, 4029.0, 2265.2022479879593]","[(1974.1186, 0.14053333333333334, 0.48906666666666665), (318.06759999999997, 0.2734, 0.057466666666666666), (117.44013333333332, 0.04193333333333333, 0.027666666666666673), (654.3108000000001, 0.7628666666666667, 1.1362666666666668), (71.827, 0.0, 0.0), (29.3598, 0.5571333333333334, 0.0044), (0.0, 0.004733333333333333, 0.00013333333333333334), (134.2176, 0.009266666666666668, 0.010666666666666666), (369.0984, 16.1096, 2.579733333333333), (384.4776, 1.923, 0.024933333333333335), (110.71433333333331, 0.20726666666666668, 0.17506666666666665), (127.92593333333336, 0.0005333333333333334, 0.0002), (447.39213333333333, 0.013266666666666668, 0.18946666666666667), (176.16013333333333, 1.632466666666667, 0.017733333333333334), (212.51093333333333, 0.6914, 0.224), (125.829, 0.9370666666666667, 0.7570666666666667)]","[(3, 1.666666666666667e-05, 0.31198333333333333), (1, 0.0, 0.0007888888888888889), (3, 0.0027166666666666667, 0.027800000000000002), (1, 0.011416666666666664, 0.047094444444444446), (2, 0.09475, 0.017716666666666665), (1, 0.00015, 0.1132611111111111), (1, 0.0, 0.0008388888888888889), (2, 0.0, 0.0023833333333333337), (2, 0.0, 0.00225), (1, 0.0, 0.005011111111111111), (1, 0.0002333333333333333, 0.05122222222222223), (1, 0.0, 0.0015222222222222221), (2, 0.07923333333333334, 0.004383333333333332), (3, 0.0, 0.0001388888888888889), (3, 0.0002333333333333333, 0.49188333333333323), (2, 0.06273333333333334, 0.031105555555555553)]","[96, 101, 92, 105, 109, 93, 110, 94, 108, 111, 112, 104, 102, 113, 103, 107]","[3, 6, 12, 1, 11, 4, 6, 11, 0, 14, 4, 6, 14, 5, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
86,16,"[3235.722332789209, 1175.2894855390578, 3261.75156374067, 2070.887975308562, 0, 0, 554.2557590769045, 2423.947650729814, 1826.3731494030244, 2530.7555535185593, 1845.861124904825, 554.2559608139378, 0, 1875.0732823255908, 1769.6119429496443, 2278.570623724373]","[4029.0, 1757.0224170624242, 4029.0, 4029.0, 802.526174635093, 1091.5694375475875, 1135.9886906002712, 3226.473825364907, 4029.0, 3279.8777767592796, 2937.4305624524122, 1135.9888923373044, 749.1222232407204, 1812.751329300609, 4029.0, 2216.2486706993914]","[(1730.8488, 0.18693333333333337, 0.49646666666666667), (304.0866, 0.26866666666666666, 0.058866666666666664), (115.3428, 0.04046666666666667, 0.026666666666666672), (506.11220000000003, 0.7000666666666667, 1.4158), (107.65333333333331, 0.0, 0.0), (50.3314, 0.34666666666666673, 0.0016666666666666668), (0.0, 0.0044, 0.0), (33.5544, 0.009333333333333334, 0.010466666666666668), (268.4352, 13.852799999999998, 1.682), (419.43, 3.8347333333333333, 0.0464), (109.4118, 0.21166666666666664, 0.17653333333333332), (79.69133333333332, 0.0007333333333333332, 0.0002666666666666667), (457.87773333333325, 0.012866666666666667, 0.18946666666666667), (214.6078, 3.082733333333333, 0.04673333333333334), (190.14146666666667, 0.5508, 0.17880000000000001), (226.49220000000003, 0.9202666666666668, 0.7430666666666668)]","[(3, 1.666666666666667e-05, 0.20562222222222223), (1, 0.0, 0.000861111111111111), (3, 0.0, 0.025622222222222223), (1, 0.0675, 0.04805), (2, 0.0006, 0.00018333333333333334), (1, 0.002466666666666667, 0.06152777777777777), (1, 0.0, 0.0008277777777777778), (2, 0.0, 0.0022833333333333334), (2, 0.0, 0.005916666666666666), (1, 0.00031666666666666665, 0.004988888888888889), (1, 0.00011666666666666667, 0.05212222222222222), (1, 0.0, 0.0016666666666666668), (2, 0.08313333333333334, 0.0036777777777777776), (3, 0.0, 0.00015555555555555556), (3, 0.00013333333333333334, 0.3462888888888889), (2, 0.09268333333333334, 0.011455555555555556)]","[96, 101, 92, 105, 109, 93, 110, 94, 108, 111, 112, 104, 102, 113, 103, 107]","[3, 6, 12, 1, 11, 4, 6, 11, 0, 14, 4, 6, 14, 5, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
87,15,"[2452.592537423716, 1252.0839689691668, 3409.63954396065, 1964.079999504682, 0, 1115.1894634134223, 520.8668579276933, 2394.2787688359367, 1612.6841520322869, 1379.6029687996834, 1812.9971286157179, 597.6615481065954, 501.40426599866777, 1510.1460454172877, 1292.1506073990797, 1590.2524144743022]","[4029.0, 1804.879843968015, 4029.0, 4029.0, 0, 4029.0, 1073.6627329265414, 4029.0, 4029.0, 2453.5993514005077, 4029.0, 1150.4574231054435, 1575.4006485994921, 4029.0, 4029.0, 4029.0]","[(1356.158, 0.1402, 0.49906666666666666), (299.8922, 0.2914, 0.05526666666666666), (132.12006666666667, 0.0338, 0.0268), (713.031, 0.7426, 1.2830666666666666), 0, (499.1218, 0.0016666666666666668, 0.0011333333333333332), (0.0, 0.0046, 0.00013333333333333334), (100.6632, 0.009266666666666668, 0.010733333333333333), (383.0794, 15.210066666666668, 1.8525333333333331), (442.49846666666673, 3.044, 0.055333333333333345), (108.76053333333334, 0.20446666666666666, 0.17406666666666665), (121.6344, 0.0005333333333333334, 0.0002), (0.0, 0.0048, 6.666666666666668e-05), (434.80906666666664, 2.7484, 0.018466666666666666), (198.53, 0.4244, 0.13933333333333334), (142.6062, 0.9306666666666665, 0.7520666666666668)]","[(3, 8.333333333333333e-05, 0.11315), (1, 0.0, 0.0008333333333333334), (3, 0.0, 0.03398333333333334), (1, 0.0019333333333333331, 0.002327777777777778), 0, (2, 0.0, 0.0010999999999999998), (1, 0.0, 0.0008111111111111112), (2, 0.0, 0.002338888888888889), (2, 0.0, 0.0036999999999999997), (1, 0.0, 0.004972222222222222), (1, 0.0, 0.05014999999999999), (1, 0.0, 0.0015611111111111112), (2, 0.0, 0.0013222222222222222), (3, 0.0, 0.00023888888888888888), (3, 1.666666666666667e-05, 0.19247222222222224), (2, 0.0, 0.012455555555555557)]","[96, 101, 92, 105, -1, 115, 110, 94, 108, 111, 112, 104, 116, 113, 103, 107]","[3, 6, 12, 1, -1, 4, 6, 11, 0, 14, 7, 6, 14, 15, 2, 5]","[True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True]"
88,16,"[2677.21116090064, 1205.339500794318, 2935.85027399664, 2079.788639958885, 1646.6233023008167, 1175.2894943758222, 510.85018758292983, 2376.47743969961, 1499.1618721790824, 1530.9142621519063, 1886.9411202662081, 560.9337434743467, 498.43737685074666, 1501.2453811024511, 961.60045201792, 1563.5504149775322]","[4029.0, 1789.2983568437865, 4029.0, 4029.0, 4029.0, 4029.0, 1094.8090436323982, 4029.0, 4029.0, 2530.7384426505796, 4029.0, 1144.892599523815, 1498.2615573494202, 4029.0, 4029.0, 4029.0]","[(1227.5328, 0.18566666666666662, 0.4779333333333333), (294.2998, 0.28173333333333334, 0.05493333333333333), (107.65339999999999, 0.037200000000000004, 0.024933333333333335), (458.5768, 0.723, 1.306), (125.829, 0.9397333333333332, 0.7602666666666668), (553.6476, 0.0017333333333333335, 0.0015333333333333334), (0.0, 0.004533333333333333, 0.0), (117.4404, 0.0092, 0.0106), (279.62, 9.749466666666667, 1.610333333333333), (440.4012, 3.206266666666667, 0.1867333333333333), (115.2732, 0.21046666666666666, 0.17566666666666664), (127.9256, 0.0007333333333333332, 0.0002666666666666667), (145.4024, 0.004733333333333333, 6.666666666666668e-05), (348.1266, 1.8001333333333334, 0.6946), (194.33579999999998, 0.31493333333333334, 0.10186666666666666), (117.4404, 0.9303333333333335, 0.7412666666666667)]","[(3, 3.3333333333333335e-05, 0.15232222222222222), (1, 0.0, 0.001), (3, 0.0, 0.03331111111111111), (1, 0.059366666666666665, 0.06801666666666667), (2, 0.0, 0.009888888888888888), (2, 0.0, 0.0005222222222222223), (1, 0.0, 0.0008055555555555557), (2, 0.0, 0.0023166666666666665), (2, 0.05768333333333333, 0.023244444444444446), (1, 1.666666666666667e-05, 0.0052), (1, 0.0, 0.05059444444444444), (1, 0.0, 0.0017055555555555554), (2, 0.0, 0.0012666666666666666), (3, 0.0, 0.00039999999999999996), (3, 0.0, 0.12192777777777777), (2, 0.0, 0.010772222222222223)]","[96, 101, 92, 105, 114, 115, 110, 94, 108, 111, 112, 104, 116, 113, 103, 107]","[3, 6, 12, 1, 10, 4, 6, 11, 0, 14, 7, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
89,16,"[6028.278192232053, 1238.7284066334953, 0, 2871.947793837662, 1622.8881916370212, 1121.8672446314667, 520.8668579276933, 2382.4112160783857, 1863.10094582612, 1483.4440524727775, 1906.1117847681867, 597.6615481065954, 498.43737685074666, 976.1061865270877, 0, 1554.649748478609]","[4029.0, 1795.976135744234, 4029.0, 4029.0, 4029.0, 4029.0, 1078.1145870384319, 4029.0, 4029.0, 2507.0033378110156, 4029.0, 1154.909277217334, 1521.9966621889846, 4029.0, 4029.0, 4029.0]","[(1551.892, 0.19686666666666666, 1.39), (281.7169333333334, 0.28753333333333336, 0.054), (99.96353333333334, 0.03306666666666667, 0.022733333333333335), (824.879, 0.7441333333333333, 1.3625333333333334), (139.81, 0.972, 0.7780666666666667), (461.3726, 0.008400000000000001, 0.008866666666666667), (0.0, 0.0046, 0.00013333333333333334), (134.2176, 0.0092, 0.010733333333333333), (338.34020000000004, 2.189, 3.0638666666666667), (478.84913333333344, 2.3301999999999996, 0.8102), (97.689, 0.24573333333333333, 0.20893333333333336), (123.7314, 0.0005333333333333334, 0.0002), (67.1088, 0.004666666666666667, 0.0), (230.686, 0.866, 0.3906666666666667), (146.80033333333338, 0.3725333333333334, 0.1176), (83.886, 0.8937333333333333, 0.7318666666666667)]","[(3, 0.0001, 0.1530611111111111), (1, 0.0, 0.00115), (3, 0.0, 0.026605555555555556), (1, 1.0255833333333333, 0.54465), (2, 0.0, 0.011461111111111111), (2, 0.0, 0.0004944444444444445), (1, 0.0, 0.0008166666666666667), (2, 0.0, 0.002361111111111111), (2, 1.1261166666666667, 0.002977777777777778), (1, 0.0, 0.004461111111111111), (1, 0.0, 0.05149444444444444), (1, 0.0, 0.0016055555555555554), (2, 0.0, 0.0012333333333333335), (3, 1.666666666666667e-05, 0.0003444444444444445), (3, 5e-05, 0.20093333333333338), (2, 0.0, 0.007866666666666668)]","[96, 101, 92, 105, 114, 115, 110, 94, 108, 111, 112, 104, 116, 113, 103, 107]","[3, 6, 12, 1, 10, 4, 6, 11, 0, 14, 7, 6, 14, 15, 2, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
90,16,"[6374.312287858666, 1255.4228595530844, 599.3113997345512, 1993.7488816724258, 1578.3848591424044, 1035.0560887968888, 510.85018758292983, 0, 2634.3846707111265, 949.4041935825778, 1908.8504511256126, 0, 498.43737685074666, 1465.6427238431045, 1364.7688631682443, 1554.649748478609]","[4029.0, 2009.6651771744132, 4029.0, 4029.0, 4029.0, 4029.0, 1265.0925052042585, 4029.0, 4029.0, 2239.9834083659152, 4029.0, 754.2423176213287, 1789.0165916340843, 2064.93693033743, 1964.06306966257, 4029.0]","[(1736.4414, 0.2492666666666667, 1.2721333333333333), (282.41613333333333, 0.3092, 0.0536), (0.0, 0.004733333333333333, 0.00013333333333333334), (721.4196, 0.7326, 1.4462000000000002), (184.5492, 0.9548666666666666, 0.7652666666666668), (448.7898, 0.009933333333333334, 0.0104), (0.0, 0.0046, 0.0), (268.4352, 0.009333333333333334, 0.0104), (408.2452, 3.357266666666667, 2.6136666666666666), (333.44686666666666, 0.9099333333333333, 0.8626), (125.0422, 0.247, 0.19506666666666664), (111.14853333333335, 0.0007333333333333332, 0.0002666666666666667), (100.6632, 0.004666666666666667, 6.666666666666668e-05), (331.3495333333333, 4.365933333333333, 0.022533333333333336), (402.65259999999995, 0.0, 0.0), (92.2746, 0.9142666666666668, 0.7324666666666667)]","[(3, 0.00015, 0.2104), (1, 0.0, 0.0005888888888888889), (3, 0.0, 0.0014222222222222223), (1, 0.0, 0.0003444444444444444), (2, 1.666666666666667e-05, 0.010605555555555557), (2, 0.0, 0.0004944444444444445), (1, 0.0, 0.0008222222222222222), (2, 0.0, 0.0024055555555555557), (2, 1.092625, 0.013255555555555555), (1, 0.0, 0.004088888888888889), (1, 3.3333333333333335e-05, 0.05121666666666667), (1, 0.0, 0.00165), (2, 0.0, 0.001238888888888889), (3, 0.0, 0.00019444444444444446), (3, 0.1085, 0.004066666666666666), (2, 0.0, 0.010216666666666666)]","[96, 101, 117, 105, 114, 115, 110, 94, 108, 111, 112, 104, 116, 113, 118, 107]","[3, 6, 12, 1, 10, 4, 6, 11, 0, 14, 7, 6, 14, 15, 15, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
91,16,"[3703.171900565511, 1101.8338926928666, 620.0796165570354, 2118.3581867769535, 1622.8881916370212, 1051.750541842, 524.2057480426145, 1714.4051397483977, 1779.6286812281753, 732.8213619215522, 1714.4051397483977, 884.1326637750533, 495.47048770282555, 1851.3381774860268, 1691.1266347954333, 0]","[4029.0, 2303.3140723251263, 4029.0, 4029.0, 4029.0, 4029.0, 1725.685927674874, 4029.0, 4029.0, 2133.1754371093634, 4029.0, 4029.0, 1895.8245628906366, 2094.6057713452965, 1934.3942286547033, 4029.0]","[(1493.1718, 0.1692, 0.7876000000000001), (264.94006666666667, 0.23893333333333336, 0.04573333333333334), (0.0, 0.004666666666666667, 6.666666666666668e-05), (626.3488000000001, 0.7791333333333333, 1.1652666666666667), (131.4214, 0.9578666666666666, 0.7716000000000001), (450.1882666666667, 0.0092, 0.009466666666666667), (22.3696, 0.004666666666666667, 0.0002), (105.5042, 0.28773333333333334, 0.22433333333333338), (645.9222, 2.945, 2.129), (199.92773333333332, 0.9031333333333333, 0.010666666666666666), (93.78139999999999, 0.23493333333333336, 0.19066666666666662), (128.62506666666664, 0.00046666666666666666, 0.0014), (0.0, 0.004666666666666667, 6.666666666666668e-05), (478.1502, 3.8014, 0.020733333333333333), (339.738, 0.0, 0.0), (134.2176, 0.8891333333333333, 0.7291333333333333)]","[(3, 0.0001, 0.13415555555555556), (1, 0.0, 0.0006888888888888888), (3, 0.0, 0.001661111111111111), (1, 0.0019833333333333335, 0.0026333333333333334), (2, 0.0, 0.010555555555555558), (2, 0.0, 0.0005166666666666667), (1, 0.0, 0.0008666666666666667), (1, 0.0030666666666666663, 0.05871111111111111), (2, 0.0, 0.0070888888888888885), (1, 0.0, 0.005077777777777777), (1, 0.0, 0.049894444444444436), (2, 0.0705, 0.025599999999999998), (2, 0.0, 0.0012722222222222221), (3, 0.0428, 0.01527777777777778), (3, 0.2122, 0.00935), (2, 1.666666666666667e-05, 0.00786111111111111)]","[96, 101, 117, 105, 114, 115, 110, 119, 108, 111, 112, 120, 116, 113, 118, 107]","[3, 6, 12, 1, 10, 4, 6, 8, 0, 14, 7, 11, 14, 15, 15, 5]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
